,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1,id, name,is_claimed,is_closed,url,phone,review_count,rating,categories,snippet_text,address,city,state,country,postal_code,neighborhoods,display_address,deals,menu_provider,reservation_url,is_claimed_binary,is_closed_binary,review_count_range,there_is_deal
69,69,86,86,yosaku-japanese-restaurant-washington,Yosaku Japanese Restaurant,False,False,https://www.yelp.com/biz/yosaku-japanese-restaurant-washington?adjust_creative=YBtChIPsSg-V6bC8n2FhXA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=YBtChIPsSg-V6bC8n2FhXA,2023634453.0,120,4.0,"[Category(name='Japanese', alias='japanese'), Category(name='Sushi Bars', alias='sushi')]",Ordered delivery from here because I was too lazy to leave my apartment for a sushi craving. The delivery was free and the sushi was awesome! I'll rate each...,['4712 Wisconsin Ave NW'],Washington,DC,US,20016.0,['Tenleytown'],"['4712 Wisconsin Ave NW', 'Tenleytown', 'Washington, DC 20016']",,eat24,,0.0,0.0,Level 5,False
70,70,87,87,tartufo-washington,Tartufo,False,False,https://www.yelp.com/biz/tartufo-washington?adjust_creative=YBtChIPsSg-V6bC8n2FhXA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=YBtChIPsSg-V6bC8n2FhXA,2022431071.0,48,4.5,"[Category(name='Italian', alias='italian')]","I was last here about a month ago, as I do not eat out often. Our party of three made one mistake -- we had no reservation! But we were seated in the...",['4910 Wisconsin Ave NW'],Washington,DC,US,20016.0,['Tenleytown'],"['4910 Wisconsin Ave NW', 'Tenleytown', 'Washington, DC 20016']",,,,0.0,0.0,Level 2,False
71,71,88,88,osman-and-joes-steak-n-egg-kitchen-washington,Osman & Joe's Steak 'n Egg Kitchen,False,False,https://www.yelp.com/biz/osman-and-joes-steak-n-egg-kitchen-washington?adjust_creative=YBtChIPsSg-V6bC8n2FhXA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=YBtChIPsSg-V6bC8n2FhXA,2026861201.0,299,3.5,"[Category(name='Breakfast & Brunch', alias='breakfast_brunch'), Category(name='Diners', alias='diners'), Category(name='Steakhouses', alias='steak')]",Initially it took some time for our waiter to get our drink orders after telling us to sit down when we arrived. We sat outside. We went ahead and got our...,['4700 Wisconsin Ave NW'],Washington,DC,US,20016.0,['Tenleytown'],"['4700 Wisconsin Ave NW', 'Tenleytown', 'Washington, DC 20016']",,single_platform,,0.0,0.0,Level 6,False
72,72,89,89,petes-new-haven-style-apizza-washington-2,Pete's New Haven Style Apizza,False,False,https://www.yelp.com/biz/petes-new-haven-style-apizza-washington-2?adjust_creative=YBtChIPsSg-V6bC8n2FhXA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=YBtChIPsSg-V6bC8n2FhXA,2022377383.0,341,3.5,"[Category(name='Pizza', alias='pizza')]","This is a difficult review. I'll disclose up front, I'm biased: In favor: I grew up near New Haven, so I love New Haven style pizza. Against: No place can...",['4940 Wisconsin Ave NW'],Washington,DC,US,20016.0,,"['4940 Wisconsin Ave NW', 'Washington, DC 20016']",,eat24,,0.0,0.0,Level 7,False
73,73,90,90,satay-club-washington,Satay Club,False,False,https://www.yelp.com/biz/satay-club-washington?adjust_creative=YBtChIPsSg-V6bC8n2FhXA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=YBtChIPsSg-V6bC8n2FhXA,2023638888.0,163,3.5,"[Category(name='Sushi Bars', alias='sushi'), Category(name='Thai', alias='thai'), Category(name='Asian Fusion', alias='asianfusion')]","Fast delivery, friendly customer service, good prices & delicious tasting Sushi for a working lunch. 

Me: BBQ Eel with Avocado Roll w/ Brown Rice, which I...",['4654 Wisconsin Ave NW'],Washington,DC,US,20016.0,['Tenleytown'],"['4654 Wisconsin Ave NW', 'Tenleytown', 'Washington, DC 20016']",,eat24,,0.0,0.0,Level 5,False
74,74,91,91,kitty-o-sheas-dc-washington,Kitty O'Shea's DC,False,False,https://www.yelp.com/biz/kitty-o-sheas-dc-washington?adjust_creative=YBtChIPsSg-V6bC8n2FhXA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=YBtChIPsSg-V6bC8n2FhXA,2024505077.0,84,4.0,"[Category(name='Pubs', alias='pubs'), Category(name='Irish', alias='irish'), Category(name='Burgers', alias='burgers')]",I am from Texas and am visiting DC for vacation.  I got a Groupon before I left for a few interesting places.  Kitty O'Sheas was one of the groupons I...,['4624 Wisconsin Ave NW'],Washington,DC,US,20016.0,['Tenleytown'],"['4624 Wisconsin Ave NW', 'Tenleytown', 'Washington, DC 20016']",,single_platform,,0.0,0.0,Level 4,False
75,75,92,92,rome-pizza-and-sub-washington,Rome Pizza & Sub,False,False,https://www.yelp.com/biz/rome-pizza-and-sub-washington?adjust_creative=YBtChIPsSg-V6bC8n2FhXA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=YBtChIPsSg-V6bC8n2FhXA,2022441414.0,54,3.5,"[Category(name='Pizza', alias='pizza'), Category(name='Italian', alias='italian'), Category(name='Sandwiches', alias='sandwiches')]","I went to Rome Pizza the first week they opened and I've been going there for lunch and past midnight dinners in the past 5+ years. 

They are super nice...",['5000 Wisconsin Ave NW'],Washington,DC,US,20016.0,,"['5000 Wisconsin Ave NW', 'Washington, DC 20016']",,single_platform,,0.0,0.0,Level 3,False
76,76,93,93,coffee-nature-washington,Coffee Nature,False,False,https://www.yelp.com/biz/coffee-nature-washington?adjust_creative=YBtChIPsSg-V6bC8n2FhXA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=YBtChIPsSg-V6bC8n2FhXA,2022378989.0,78,4.0,"[Category(name='Coffee & Tea', alias='coffee'), Category(name='Korean', alias='korean'), Category(name='Sandwiches', alias='sandwiches')]",Had a doctor appointment down the street so I popped in afterwards. Small place but cute and convenient and a really good variety of drinks and food. I got...,['4224 Fessenden St NW'],Washington,DC,US,20016.0,,"['4224 Fessenden St NW', 'Washington, DC 20016']",,,,0.0,0.0,Level 4,False
77,77,94,94,le-chat-noir-washington,Le Chat Noir,False,False,https://www.yelp.com/biz/le-chat-noir-washington?adjust_creative=YBtChIPsSg-V6bC8n2FhXA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=YBtChIPsSg-V6bC8n2FhXA,2022442044.0,205,3.5,"[Category(name='French', alias='french'), Category(name='Creperies', alias='creperies')]","My husband and I had a lovely, mellow date night at Le Chat Noir. When we came in, we did have a bit of a wait before anybody approached us and welcomed us...",['4907 Wisconsin Ave NW'],Washington,DC,US,20050.0,['Tenleytown'],"['4907 Wisconsin Ave NW', 'Tenleytown', 'Washington, DC 20050']",,single_platform,,0.0,0.0,Level 6,False
78,78,95,95,tenley-bar-and-grill-washington-2,Tenley Bar & Grill,False,False,https://www.yelp.com/biz/tenley-bar-and-grill-washington-2?adjust_creative=YBtChIPsSg-V6bC8n2FhXA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=YBtChIPsSg-V6bC8n2FhXA,2022371783.0,59,3.5,"[Category(name='American (New)', alias='newamerican'), Category(name='Gastropubs', alias='gastropubs'), Category(name='Pizza', alias='pizza')]","I was heading home from downtown & decided to see if I could find some late night food & music.  Due to the early AM closing & menu, I was good to go, until...",['4611 41st St NW'],Washington,DC,US,20016.0,['Tenleytown'],"['4611 41st St NW', 'Tenleytown', 'Washington, DC 20016']",,eat24,,0.0,0.0,Level 3,False
79,79,96,96,angelico-pizzeria-washington-6,Angelico Pizzeria,False,False,https://www.yelp.com/biz/angelico-pizzeria-washington-6?adjust_creative=YBtChIPsSg-V6bC8n2FhXA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=YBtChIPsSg-V6bC8n2FhXA,2022433030.0,113,3.5,"[Category(name='Pizza', alias='pizza'), Category(name='Sandwiches', alias='sandwiches')]",Delicious pizza! We just moved here and this place has earned our patronage for several years to come.,['4529 Wisconsin Ave NW'],Washington,DC,US,20016.0,['Tenleytown'],"['4529 Wisconsin Ave NW', 'Tenleytown', 'Washington, DC 20016']",,eat24,,0.0,0.0,Level 5,False
80,80,97,97,crisp-and-juicy-washington,Crisp & Juicy,False,False,https://www.yelp.com/biz/crisp-and-juicy-washington?adjust_creative=YBtChIPsSg-V6bC8n2FhXA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=YBtChIPsSg-V6bC8n2FhXA,2029661222.0,76,3.5,"[Category(name='Latin American', alias='latin'), Category(name='Peruvian', alias='peruvian'), Category(name='Sandwiches', alias='sandwiches')]",Ate here throughout my college years. The chicken is very yummy sometimes a little salty so you might not even need the sauces however there is this one...,['4533 Wisconsin Ave NW'],Washington,DC,US,20016.0,['Tenleytown'],"['4533 Wisconsin Ave NW', 'Tenleytown', 'Washington, DC 20016']",,eat24,,0.0,0.0,Level 4,False
81,81,98,98,beefsteak-washington-7,Beefsteak,False,False,https://www.yelp.com/biz/beefsteak-washington-7?adjust_creative=YBtChIPsSg-V6bC8n2FhXA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=YBtChIPsSg-V6bC8n2FhXA,2022961421.0,14,4.5,"[Category(name='Vegetarian', alias='vegetarian')]",Love this place. I'm a vegetarian (with vegan tendencies) and Beefsteak gives me more options than I can imagine. Service is always efficient and friendly....,['4531 Wisconsin Ave NW'],Washington,DC,US,20016.0,['Tenleytown'],"['4531 Wisconsin Ave NW', 'Tenleytown', 'Washington, DC 20016']",,single_platform,,0.0,0.0,Level 2,False
82,82,99,99,guapos-restaurant-washington-2,Guapo's Restaurant,False,False,https://www.yelp.com/biz/guapos-restaurant-washington-2?adjust_creative=YBtChIPsSg-V6bC8n2FhXA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=YBtChIPsSg-V6bC8n2FhXA,2026863588.0,344,3.5,"[Category(name='Mexican', alias='mexican'), Category(name='Tex-Mex', alias='tex-mex')]","I discovered this place during my last day in DC thanks to a nice friend, I was quite happily surprised!
The waiter was nice and gave valuable advices as I...",['4515 Wisconsin Ave NW'],Washington,DC,US,20016.0,['Tenleytown'],"['4515 Wisconsin Ave NW', 'Tenleytown', 'Washington, DC 20016']",,single_platform,,0.0,0.0,Level 7,False
83,83,100,100,panera-bread-washington-4,Panera Bread,False,False,https://www.yelp.com/biz/panera-bread-washington-4?adjust_creative=YBtChIPsSg-V6bC8n2FhXA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=YBtChIPsSg-V6bC8n2FhXA,2023621514.0,40,3.5,"[Category(name='Sandwiches', alias='sandwiches'), Category(name='Salad', alias='salad'), Category(name='Soup', alias='soup')]",The menu changes with the seasons and I have always had fresh sandwiches and salads.  This particular location has a friendly staff who notice when...,['4501 Wisconsin Avenue NW'],Washington,DC,US,20016.0,['Tenleytown'],"['4501 Wisconsin Avenue NW', 'Tenleytown', 'Washington, DC 20016']",,,,0.0,0.0,Level 2,False
84,84,101,101,burger-tap-and-shake-washington-5,Burger Tap & Shake,False,False,https://www.yelp.com/biz/burger-tap-and-shake-washington-5?adjust_creative=YBtChIPsSg-V6bC8n2FhXA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=YBtChIPsSg-V6bC8n2FhXA,2025248868.0,84,3.5,"[Category(name='Burgers', alias='burgers'), Category(name='Juice Bars & Smoothies', alias='juicebars'), Category(name='Vegetarian', alias='vegetarian')]","Kind of hard to find parking!
Lots of seating inside which is a plus which they also have an outdoor patio!
Burger was A+ & juicy and amazing & OMG yes. 
I...",['4445 Wisconsin Ave NW'],Washington,DC,US,20016.0,['Tenleytown'],"['4445 Wisconsin Ave NW', 'Tenleytown', 'Washington, DC 20016']",,single_platform,,0.0,0.0,Level 4,False
85,85,102,102,masala-art-washington,Masala Art,False,False,https://www.yelp.com/biz/masala-art-washington?adjust_creative=YBtChIPsSg-V6bC8n2FhXA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=YBtChIPsSg-V6bC8n2FhXA,2023624441.0,285,3.5,"[Category(name='Indian', alias='indpak')]","we don't do Indian food often, but wow, we were blown away by this neighborhood Indian restaurant! It sure did not look like much from the outside. But the...","['4441 Wisconsin Ave NW', 'Ste B']",Washington,DC,US,20016.0,['Tenleytown'],"['4441 Wisconsin Ave NW', 'Ste B', 'Tenleytown', 'Washington, DC 20016']",,eat24,,0.0,0.0,Level 6,False
86,86,103,103,cosi-washington-7,Cosi,False,False,https://www.yelp.com/biz/cosi-washington-7?adjust_creative=YBtChIPsSg-V6bC8n2FhXA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=YBtChIPsSg-V6bC8n2FhXA,2025379300.0,41,3.0,"[Category(name='Sandwiches', alias='sandwiches'), Category(name='Breakfast & Brunch', alias='breakfast_brunch'), Category(name='Coffee & Tea', alias='coffee')]","Clean atmosphere the curry & Adobe bowls are great.

Food (4 Stars) -?solid menu based on chain
Ambiance (4 Stars) -?open tables
Service (4 Stars)...",['5252 Wisconsin Ave NW'],Washington,DC,US,20015.0,['Friendship Heights'],"['5252 Wisconsin Ave NW', 'Friendship Heights', 'Washington, DC 20015']",,single_platform,,0.0,0.0,Level 2,False
87,87,104,104,booeymonger-washington-5,Booeymonger,False,False,https://www.yelp.com/biz/booeymonger-washington-5?adjust_creative=YBtChIPsSg-V6bC8n2FhXA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=YBtChIPsSg-V6bC8n2FhXA,2026865805.0,159,3.5,"[Category(name='Bagels', alias='bagels'), Category(name='Delis', alias='delis'), Category(name='Sandwiches', alias='sandwiches')]","Usually I get a sandwich or breakfast, but this time opted for a salad. It was so-so. I ordered a Mediterranean Salad, and the veggies were just stacked on...",['5252 Wisconsin Ave NW'],Washington,DC,US,20015.0,['Friendship Heights'],"['5252 Wisconsin Ave NW', 'Friendship Heights', 'Washington, DC 20015']",,,,0.0,0.0,Level 5,False
88,88,106,106,chads-friendship-heights-washington-2,Chads Friendship Heights,False,False,https://www.yelp.com/biz/chads-friendship-heights-washington-2?adjust_creative=YBtChIPsSg-V6bC8n2FhXA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=YBtChIPsSg-V6bC8n2FhXA,2023628040.0,198,3.5,"[Category(name='Bars', alias='bars'), Category(name='American (Traditional)', alias='tradamerican')]","A very nice 1st visit. 

The initial intent was to sit at the bar to watch the game, however we opted for the dining area. Drew who usually doesn't work on...",['5247 Wisconsin Ave NW'],Washington,DC,US,20015.0,['Friendship Heights'],"['5247 Wisconsin Ave NW', 'Friendship Heights', 'Washington, DC 20015']",,single_platform,,0.0,0.0,Level 5,False
89,89,107,107,z-burger-washington-8,Z-Burger,False,False,https://www.yelp.com/biz/z-burger-washington-8?adjust_creative=YBtChIPsSg-V6bC8n2FhXA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=YBtChIPsSg-V6bC8n2FhXA,2029661999.0,300,3.5,"[Category(name='Hot Dogs', alias='hotdog'), Category(name='Burgers', alias='burgers'), Category(name='Juice Bars & Smoothies', alias='juicebars')]",Best affordable meal I have had while in DC. I have had good dinners at some restaurants here but this lunch I had earlier today was amazing! I got a...,['4321 Wisconsin Ave NW'],Washington,DC,US,20016.0,['Tenleytown'],"['4321 Wisconsin Ave NW', 'Tenleytown', 'Washington, DC 20016']",,single_platform,,0.0,0.0,Level 6,False
90,90,109,109,the-cheesecake-factory-washington,The Cheesecake Factory,False,False,https://www.yelp.com/biz/the-cheesecake-factory-washington?adjust_creative=YBtChIPsSg-V6bC8n2FhXA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=YBtChIPsSg-V6bC8n2FhXA,2023640500.0,244,3.0,"[Category(name='Desserts', alias='desserts'), Category(name='American (Traditional)', alias='tradamerican')]","For some reason, this Cheesecake Factory doesn't have the highest reviews... Hmmm, because every time I go, I get great service and great food. 

This visit...",['5345 Wisconsin Avenue NW'],Washington,DC,US,20015.0,['Friendship Heights'],"['5345 Wisconsin Avenue NW', 'Friendship Heights', 'Washington, DC 20015']",,,,0.0,0.0,Level 6,False
91,91,110,110,cava-mezze-grill-washington-7,Cava Mezze Grill,False,False,https://www.yelp.com/biz/cava-mezze-grill-washington-7?adjust_creative=YBtChIPsSg-V6bC8n2FhXA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=YBtChIPsSg-V6bC8n2FhXA,2026958115.0,139,4.5,"[Category(name='Greek', alias='greek'), Category(name='Mediterranean', alias='mediterranean'), Category(name='Salad', alias='salad')]","I love Cava and am a very loyal customer! My coworkers are surprised if I come into work without it because of how often I eat it. 

Others who have already...",['4237 Wisconsin Ave NW'],Washington,DC,US,20016.0,['Tenleytown'],"['4237 Wisconsin Ave NW', 'Tenleytown', 'Washington, DC 20016']",,single_platform,,0.0,0.0,Level 5,False
92,92,112,112,nandos-peri-peri-washington-11,Nando's PERi-PERi,False,False,https://www.yelp.com/biz/nandos-peri-peri-washington-11?adjust_creative=YBtChIPsSg-V6bC8n2FhXA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=YBtChIPsSg-V6bC8n2FhXA,2028211312.0,67,3.5,"[Category(name='Portuguese', alias='portuguese'), Category(name='South African', alias='southafrican')]","This place is Portuguese with somewhat of an African flair. I ordered the double chicken wrap with chips (French fries), and it was delicious. They have...",['4231 Wisconsin Ave NW'],Washington,DC,US,20016.0,['Tenleytown'],"['4231 Wisconsin Ave NW', 'Tenleytown', 'Washington, DC 20016']",,single_platform,,0.0,0.0,Level 3,False
93,93,117,117,cafe-ol?-washington-2,Cafe Ol?,False,False,https://www.yelp.com/biz/cafe-ol%C3%A9-washington-2?adjust_creative=YBtChIPsSg-V6bC8n2FhXA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=YBtChIPsSg-V6bC8n2FhXA,2022441330.0,193,4.0,"[Category(name='Mediterranean', alias='mediterranean'), Category(name='Middle Eastern', alias='mideastern'), Category(name='Halal', alias='halal')]",I've worked in the area for a few years and Cafe Ole has been a consistent place to go for quality and fresh food.  The lamb shawarma is amazing and the...,['4000 Wisconsin Ave NW'],Washington,DC,US,20016.0,['Tenleytown'],"['4000 Wisconsin Ave NW', 'Tenleytown', 'Washington, DC 20016']",,eat24,,0.0,0.0,Level 5,False
94,94,118,118,shemalis-washington,Shemali's,False,False,https://www.yelp.com/biz/shemalis-washington?adjust_creative=YBtChIPsSg-V6bC8n2FhXA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=YBtChIPsSg-V6bC8n2FhXA,2022447777.0,26,4.0,"[Category(name='Lebanese', alias='lebanese')]","The people here are so nice! The food is delicious. To continue with my story, the manager allowed me to have my matza at her place. Eventhough this would...","['3301 New Mexico Ave NW', 'Ste 117 & 121']",Washington,DC,US,20016.0,,"['3301 New Mexico Ave NW', 'Ste 117 & 121', 'Washington, DC 20016']",,,,0.0,0.0,Level 2,False
95,95,119,119,little-red-fox-washington,Little Red Fox,False,False,https://www.yelp.com/biz/little-red-fox-washington?adjust_creative=YBtChIPsSg-V6bC8n2FhXA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=YBtChIPsSg-V6bC8n2FhXA,2022486346.0,140,4.0,"[Category(name='Cafes', alias='cafes')]","Little Red Fox is a haven in NW DC. Nestled in a very calm and quiet area with many independent shops and restaurants nearby, Little Red Fox has the best...",['5035 Connecticut Ave'],Washington,DC,US,20008.0,['Chevy Chase'],"['5035 Connecticut Ave', 'Chevy Chase', 'Washington, DC 20008']",,single_platform,,0.0,0.0,Level 5,False
96,96,120,120,matisse-washington,Matisse,False,False,https://www.yelp.com/biz/matisse-washington?adjust_creative=YBtChIPsSg-V6bC8n2FhXA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=YBtChIPsSg-V6bC8n2FhXA,2022445222.0,45,3.5,"[Category(name='French', alias='french')]","Visited here with the family  last night. We are massive foodies -- we live to eat, and are always on the lookout for fine eating establishments. My wife...",['4934 Wisconsin Ave NW'],Washington,DC,US,20016.0,['Tenleytown'],"['4934 Wisconsin Ave NW', 'Tenleytown', 'Washington, DC 20016']",,single_platform,,0.0,0.0,Level 2,False
97,97,124,124,malt-shop-washington,Malt Shop,False,False,https://www.yelp.com/biz/malt-shop-washington?adjust_creative=YBtChIPsSg-V6bC8n2FhXA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=YBtChIPsSg-V6bC8n2FhXA,2022449733.0,5,2.5,"[Category(name='Bars', alias='bars')]","The Malt Shop is not the Ritz and the bathrooms have not been cleaned since the Korean War, but it's a classic local bar with cheep beer and loads of...",['4611 Wisconsin Ave NW'],Washington,DC,US,20016.0,['Tenleytown'],"['4611 Wisconsin Ave NW', 'Tenleytown', 'Washington, DC 20016']",,,,0.0,0.0,Level 1,False
98,98,126,126,prince-cafe-restaurant-and-lounge-washington-3,Prince Cafe Restaurant & Lounge,False,False,https://www.yelp.com/biz/prince-cafe-restaurant-and-lounge-washington-3?adjust_creative=YBtChIPsSg-V6bC8n2FhXA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=YBtChIPsSg-V6bC8n2FhXA,2026256400.0,3,3.0,"[Category(name='Hookah Bars', alias='hookah_bars'), Category(name='Mediterranean', alias='mediterranean'), Category(name='Lounges', alias='lounges')]",Nice atmosphere.. Decent hookah.. Comfy chairs.. Haven't tried the food yet. The hours on yelp are wrong. They are open 11am to 5am every day not 5 pm,['4627 41St St NW'],Washington,DC,US,20016.0,['Tenleytown'],"['4627 41St St NW', 'Tenleytown', 'Washington, DC 20016']",,single_platform,,0.0,0.0,Level 1,False
99,99,129,129,amc-mazza-gallerie-washington,AMC Mazza Gallerie,False,False,https://www.yelp.com/biz/amc-mazza-gallerie-washington?adjust_creative=YBtChIPsSg-V6bC8n2FhXA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=YBtChIPsSg-V6bC8n2FhXA,2025379551.0,102,3.0,"[Category(name='Cinema', alias='movietheaters')]","I like this theater. It's convenient to Friendship Heights Metro (literally above it), is at the top floor (take the escalators all the way up!), and is...",['5300 Wisconsin Ave. NW'],Washington,DC,US,20015.0,['Friendship Heights'],"['5300 Wisconsin Ave. NW', 'Friendship Heights', 'Washington, DC 20015']",,,,0.0,0.0,Level 5,False
100,100,131,131,z-burger-mobile-washington,Z-Burger Mobile,False,False,https://www.yelp.com/biz/z-burger-mobile-washington?adjust_creative=YBtChIPsSg-V6bC8n2FhXA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=YBtChIPsSg-V6bC8n2FhXA,2029661999.0,4,3.5,"[Category(name='Food Trucks', alias='foodtrucks'), Category(name='Burgers', alias='burgers'), Category(name='Juice Bars & Smoothies', alias='juicebars')]",Quite an accomplishment to squeeze so much of their nrick and mortar menu into a mobile platform!  My bacon cheeseburger and chocolate shake were as good or...,['4321 Wisconsin Ave NW'],Washington,DC,US,20016.0,['Tenleytown'],"['4321 Wisconsin Ave NW', 'Tenleytown', 'Washington, DC 20016']",,,,0.0,0.0,Level 1,False
101,101,132,132,maggianos-little-italy-washington,Maggiano's Little Italy,False,False,https://www.yelp.com/biz/maggianos-little-italy-washington?adjust_creative=YBtChIPsSg-V6bC8n2FhXA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=YBtChIPsSg-V6bC8n2FhXA,2029665500.0,334,3.5,"[Category(name='Italian', alias='italian'), Category(name='Bars', alias='bars')]",This place is absolutely amazing. This is what customer service is all about! My husband and I came here for our wedding anniversary after we had been at...,['5333 Wisconsin Ave NW'],Washington,DC,US,20015.0,['Friendship Heights'],"['5333 Wisconsin Ave NW', 'Friendship Heights', 'Washington, DC 20015']",,single_platform,,0.0,0.0,Level 7,False
102,102,134,134,american-university-museum-at-the-katzen-arts-center-washington,American University Museum at the Katzen Arts Center,False,False,https://www.yelp.com/biz/american-university-museum-at-the-katzen-arts-center-washington?adjust_creative=YBtChIPsSg-V6bC8n2FhXA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=YBtChIPsSg-V6bC8n2FhXA,2028851300.0,6,4.5,"[Category(name='Museums', alias='museums')]","Handicap accessible, interesting revolving exhibits, contemporary work, parking, cool architecture, free! Really what more could you want? Certainly worth a...",['4400 Massachusetts Ave NW'],Washington,DC,US,20016.0,,"['4400 Massachusetts Ave NW', 'Washington, DC 20016']",,,,0.0,0.0,Level 1,False
103,103,135,135,civil-cigar-lounge-washington-2,Civil Cigar Lounge,False,False,https://www.yelp.com/biz/civil-cigar-lounge-washington-2?adjust_creative=YBtChIPsSg-V6bC8n2FhXA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=YBtChIPsSg-V6bC8n2FhXA,2023640800.0,118,4.5,"[Category(name='Tobacco Shops', alias='tobaccoshops'), Category(name='Lounges', alias='lounges'), Category(name='Wine Bars', alias='wine_bars')]","I tend to shy away from reviewing some of favorite places, simply because I don't want to share. At least I'm honest. *shrug*

Civil is high on my list of...","['5335 Wisconsin Ave NW', 'Ste 200']",Washington,DC,US,20015.0,['Friendship Heights'],"['5335 Wisconsin Ave NW', 'Ste 200', 'Friendship Heights', 'Washington, DC 20015']",,single_platform,,0.0,0.0,Level 5,False
104,104,136,136,range-washington-2,Range,False,False,https://www.yelp.com/biz/range-washington-2?adjust_creative=YBtChIPsSg-V6bC8n2FhXA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=YBtChIPsSg-V6bC8n2FhXA,2028038020.0,611,3.5,"[Category(name='American (New)', alias='newamerican'), Category(name='Seafood', alias='seafood'), Category(name='Breakfast & Brunch', alias='breakfast_brunch')]","I am officially a ""gnudist.""  This the local restaurant in Chevy Chase nearly attached to the nEmbassy Suites. Decided to try it late this evening for a...",['5335 Wisconsin Ave NW'],Washington,DC,US,20015.0,['Friendship Heights'],"['5335 Wisconsin Ave NW', 'Friendship Heights', 'Washington, DC 20015']",,,,0.0,0.0,Level 8,False
105,105,138,138,willies-bar-washington,Willie's Bar,False,False,https://www.yelp.com/biz/willies-bar-washington?adjust_creative=YBtChIPsSg-V6bC8n2FhXA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=YBtChIPsSg-V6bC8n2FhXA,2023629300.0,1,4.0,"[Category(name='Wine Bars', alias='wine_bars')]","Nice Embassy Suites hotel bar.  Pretty venue in Chevy Chase pavilion.    Good to pre game. Food is good, too!",['4300 Military Rd NW'],Washington,DC,US,20015.0,,"['4300 Military Rd NW', 'Washington, DC 20015']",,single_platform,,0.0,0.0,Level 1,False
106,106,139,139,mcdonalds-washington-5,McDonald's,False,False,https://www.yelp.com/biz/mcdonalds-washington-5?adjust_creative=YBtChIPsSg-V6bC8n2FhXA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=YBtChIPsSg-V6bC8n2FhXA,2023633955.0,40,3.5,"[Category(name='Fast Food', alias='hotdogs'), Category(name='Burgers', alias='burgers')]","GREAT McDonald's.  They keep their bathrooms clean, they have a largish parking lot and the staff is friendly.  I have never, in all my times coming here...",['4130 Wisconsin Ave NW'],Washington,DC,US,20016.0,['Tenleytown'],"['4130 Wisconsin Ave NW', 'Tenleytown', 'Washington, DC 20016']",,single_platform,,0.0,0.0,Level 2,False
107,107,142,142,jakes-boiler-room-washington,Jake's Boiler Room,False,False,https://www.yelp.com/biz/jakes-boiler-room-washington?adjust_creative=YBtChIPsSg-V6bC8n2FhXA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=YBtChIPsSg-V6bC8n2FhXA,2029665253.0,30,3.5,"[Category(name='American (New)', alias='newamerican'), Category(name='Bars', alias='bars')]","This place is still rad, but I have to take away a star for them hosting a 16-year-old's birthday party here on a Friday night at 10:30.  What parent allows...",['5018 Connecticut Ave NW'],Washington,DC,US,20008.0,['Chevy Chase'],"['5018 Connecticut Ave NW', 'Chevy Chase', 'Washington, DC 20008']",,,,0.0,0.0,Level 2,False
